,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
319848,2014-05-14,Hong Kong,22.277757227274343,114.17821639210295,2.0,1.0,1.0,1.0,558.0,60.0,1.0,45.0,2.0,365.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5
319849,2013-05-17,Hong Kong,22.27934565663761,114.19060811659524,2.0,1.0,0.0,1.0,768.0,320.0,1.0,0.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,5
319850,2015-08-14,Hong Kong,22.27006502085948,114.18495953477424,2.0,1.0,0.0,1.0,551.0,200.0,2.0,0.0,1.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,8
319852,2010-08-10,Hong Kong,22.46848384246816,114.21756346742109,1.0,1.0,1.0,1.0,318.0,50.0,1.0,0.0,2.0,1125.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8
319922,2013-10-24,Hong Kong,22.276632111204087,114.168996325593,4.0,1.0,1.0,1.0,698.0,150.0,2.0,150.0,1.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
319923,2012-06-11,Hong Kong,22.28121193325536,114.18437830503213,10.0,2.0,1.0,10.0,178.0,0.0,1.0,180.0,1.0,1125.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,6
319925,2012-11-21,Hong Kong,22.276680920265783,114.17783284637268,8.0,1.0,1.0,3.0,799.0,300.0,5.0,0.0,1.0,1125.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
319927,2016-04-07,Hong Kong,22.278602954123524,114.17547575491018,10.0,1.0,2.0,4.0,931.0,200.0,4.0,100.0,1.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4
319928,2014-10-03,Hong Kong,22.27920370326601,114.17921664987088,8.0,1.0,2.0,4.0,799.0,200.0,4.0,120.0,1.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,10
319929,2014-11-21,Hong Kong,22.278700620674325,114.1785299101775,1.0,1.0,0.0,1.0,558.0,120.0,1.0,0.0,10.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
319932,2013-04-24,Hong Kong,22.313350507442717,114.17060668462418,4.0,1.0,1.0,2.0,683.0,0.0,1.0,100.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
319933,2014-07-15,Hong Kong,22.30672477682499,114.17140540937189,3.0,1.0,1.0,2.0,302.0,0.0,1.0,100.0,1.0,1125.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
319934,2012-10-08,Hong Kong,22.30661417195838,114.17071243121173,3.0,1.0,1.0,2.0,543.0,0.0,1.0,0.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10
319936,2014-12-09,Hong Kong,22.318432286644576,114.1710870758863,4.0,1.0,0.0,2.0,504.0,0.0,1.0,0.0,1.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12
319937,2014-09-18,Hong Kong,22.298413802278077,114.17286370365044,6.0,2.0,1.0,6.0,101.0,0.0,1.0,200.0,1.0,28.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,9
319947,2015-05-07,Hong Kong,22.27291119400556,114.17362170243582,2.0,1.0,1.0,1.0,551.0,0.0,1.0,0.0,1.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5
319951,2013-10-10,Hong Kong,22.277293941898005,114.1688482636092,4.0,1.0,2.0,2.0,644.0,0.0,1.0,0.0,2.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
319952,2015-05-03,Hong Kong,22.276665178806123,114.17198259020122,4.0,2.0,2.0,2.0,776.0,140.0,1.0,0.0,1.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5
341007,2014-01-28,Hong Kong,22.395037252715262,114.26996971631364,2.0,1.5,1.0,1.0,651.0,0.0,2.0,110.0,2.0,28.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
341008,2015-11-11,Hong Kong,22.30533569919673,114.17302604523596,2.0,1.0,1.0,1.0,403.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11
